Varietal,Name,Excerpt,Price,Points,Location,Description,Alcohol,Year,Character Count,Country,Points Per Dollar,Points/Character,Characte/Dollar
Riesling,Hirsch 2014 Heiligenstein Riesling (Kamptal),"The nose promises clear citrus, the palate delivers wonderfully pure and linear ...",$60.00,93,Austria,"The nose promises clear citrus, the palate delivers wonderfully pure and linear lemon flavors, bursting with richer mandarin and firm-fleshed tangerine notes that crunch as you bite into them: this is how fresh, zesty and utterly appetizing this Riesling is. Dangerously delicious and oh so long.",12%,2014,296,Austria,1.55,0.314189189189189,4.93333333333333
Riesling,Markus Huber 2014 Berg Reserve Riesling (Traisental),Taut grapefruit zest on the nose relaxes into lovely mandarin fruit and ...,$72.00,93,Austria,"Taut grapefruit zest on the nose relaxes into lovely mandarin fruit and zest on the palate. This is fresh and fruity, flavorsome and rounded by rich mandarin flavor as only a slender, willowy Riesling can be. Totally refreshing with a pristine finish. This dances and pirouettes like a ballerina.",13%,2014,296,Austria,1.29166666666667,0.314189189189189,4.11111111111111
Riesling,Allram 2014 Heiligenstein Reserve Riesling (Kamptal),"Scented and fresh, this presents wiry, full-fruited flavors of red and green ...",$30.00,92,Austria,"Scented and fresh, this presents wiry, full-fruited flavors of red and green apple with a good dollop of zesty, pervasive freshness. There is quite a bit of concentration on a very streamlined body with lots of drive and a very vivid, lip-smacking finish.",14%,2014,255,Austria,3.06666666666667,0.36078431372549,8.5
Riesling,Schloss Gobelsburg 2014 Heiligenstein Reserve Riesling (Kamptal),There is a citrus purity on the nose that suggests fresh lemon ...,$53.00,92,Austria,"There is a citrus purity on the nose that suggests fresh lemon juice, but it is tempered by some spice, like that of still-green Seville orange rind. The palate is streamlined and equally pure, it has an almost cleansing quality. This is luminous and delicious and slips down far too easily.",13%,2014,291,Austria,1.73584905660377,0.316151202749141,5.49056603773585
Riesling,Standing Stone 2014 Ice Riesling (Finger Lakes),"Layers of sweet orange marmalade, citrus rind and pollen mingle seamlessly into ...",$25.00,92,Finger Lakes,"Layers of sweet orange marmalade, citrus rind and pollen mingle seamlessly into this deliciously honeyed ice wine. Intensely ripe, almost creamy in texture, its succulent sweetness is balanced neatly by a dazzling spray of tangerine acidity.",11%,2014,241,USA,3.68,0.381742738589212,9.64
Riesling,Hirsch 2014 Gaisberg Riesling (Kamptal),"Lovely verve and liveliness are evident in fresh, bright lemon notes and ...",$60.00,92,Austria,"Lovely verve and liveliness are evident in fresh, bright lemon notes and a clean-cut, light body of great precision. This has real, lasting focus and emphasises lemon juice and zest. The finish is almost cleansing. This provides great and lasting refreshment and has depth despite its lightness.",12%,2014,295,Austria,1.53333333333333,0.311864406779661,4.91666666666667
Riesling,Nigl 2014 Privat Pellingen Reserve Riesling (Kremstal),Lovely pure notes of lemon zest and juice swirl on nose and ...,$70.00,92,Austria,"Lovely pure notes of lemon zest and juice swirl on nose and palate. The slender palate bounces them back and shines with clarity and transparency, as smooth as the undisturbed surface of a mountain lake with an impressive and lasting lemon finish.",13%,2014,247,Austria,1.31428571428571,0.37246963562753,3.52857142857143
Riesling,Nigl 2014 Goldberg Reserve Riesling (Kremstal),"Earth mingles with freshly cut apple peel in an appetizing fashion, while ...",$90.00,91,Austria,"Earth mingles with freshly cut apple peel in an appetizing fashion, while both apple and earth remain a constant on the taut palate: It is lit up with fresh acidity and shows a pleasant apple-peel texture and a clean, lasting finish.",13%,2014,233,Austria,1.01111111111111,0.390557939914163,2.58888888888889
Riesling,Boundary Breaks 2014 Ice Wine Riesling (Finger Lakes),"Bitter orange rind and spice notes accent layers of sweet honey, pineapple ...",$49.00,91,Finger Lakes,"Bitter orange rind and spice notes accent layers of sweet honey, pineapple and mango in this lusciously sweet, silky ice wine. Strikes of lemon-lime acidity add zest and vibrance through a long, lingering finish.",9%,2014,212,USA,1.85714285714286,0.429245283018868,4.3265306122449
Riesling,Hiedler 2014 Gaisberg Reserve Riesling (Kamptal),"A slightly milky note dampens the citrus flavors on the nose, a ...",$40.00,91,Austria,"A slightly milky note dampens the citrus flavors on the nose, a similar notion presents itself on the palate. There is lemon freshness and a streak of immense purity at the core, finishing with a slender but definite lemon note. Very clean-cut.",14%,2014,244,Austria,2.275,0.372950819672131,6.1
Riesling,Jurtschitsch 2014 Heiligenstein Reserve Riesling (Kamptal),Taut lemony freshness brightens nose and slender palate. This is lifted and ...,,91,Austria,"Taut lemony freshness brightens nose and slender palate. This is lifted and pure, bright and sprightly and a celebration of lemon juiciness and zest. The finish is whistle clean and as refreshing as the first strokes in a cold pool of glistening water.",13%,2014,252,Austria,,0.361111111111111,
Riesling,Zocker 2013 Paragon Vineyard Riesling (Edna Valley),"Baking soda, ripe citrus pith, lime blossoms and a soft petrol touch ...",$20.00,91,Central Coast,"Baking soda, ripe citrus pith, lime blossoms and a soft petrol touch show on the nose of this wine from a vineyard to watch in southern San Luis Obispo County. Tons of sprinkling acidity shows once sipped, with the nervy palate offering orange oil, lemon pith and peel, chamomile, goldenseal root and sunflower-seed flavors.",14%,2013,324,USA,4.55,0.280864197530864,16.2
Riesling,Hajszan Neumann 2014 Steinberg Riesling (Vienna),A wonderful perfume of citrus zest and the subtlest hint of aromatic ...,$29.00,91,Austria,"A wonderful perfume of citrus zest and the subtlest hint of aromatic pine. The palate shines with rounded but zesty citrus and shows immense concentration for such a zippy, slender wine. This is like dancing on a high-wire and terribly animating.",13%,2014,246,Austria,3.13793103448276,0.369918699186992,8.48275862068965
Riesling,Steininger 2014 Seeberg Reserve Riesling (Kamptal),Aromatic stone fruit swings in those lively citrus notes. There is a ...,$29.00,91,Austria,"Aromatic stone fruit swings in those lively citrus notes. There is a creamy apple flavor in the background, softening the bold lemon notes. This is pure and lifted, graceful and slender.",13%,2014,186,Austria,3.13793103448276,0.489247311827957,6.41379310344828
Riesling,Stadt Krems 2014 Ried Grillenparz Reserve Riesling (Kremstal),"A faint but enticing notion of pink grapefruit plays on the nose, ...",$40.00,91,Austria,"A faint but enticing notion of pink grapefruit plays on the nose, and there are floral nuances too. The palate is fruity and fresh and has an appealing, concentrated core of textured citrus zest, followed by a wonderfully clean finish.",13%,2014,235,Austria,2.275,0.387234042553191,5.875
Riesling,V. Sattui 2014 Off-Dry Riesling (Napa Valley),"A medium-sweet wine with 2.19% residual sugar, this has a sweetness like ...",$24.00,90,Napa,"A medium-sweet wine with 2.19% residual sugar, this has a sweetness like ripe white peach topped by a honeysuckle rose, but it remains light and never cloying. The nutty finish begs for blue cheese.",13%,2014,198,USA,3.75,0.454545454545455,8.25
Riesling,V. Sattui 2014 Dry Riesling (California),This aromatic wine does a great job of combining effusive fruit with ...,$23.00,90,California,"This aromatic wine does a great job of combining effusive fruit with a lively balance. Beautiful orange blossom and honeysuckle aromas blend into delicious apple flavors while a tangy, lemon-zest sensation lights up the texture.",13%,2014,228,USA,3.91304347826087,0.394736842105263,9.91304347826087
Riesling,Allram 2014 Gaisberg Reserve Riesling (Kamptal),"Such breezy freshness, such citric concentration on a slender, very streamlined body. ...",$26.00,90,Austria,"Such breezy freshness, such citric concentration on a slender, very streamlined body. Bright, lemony flavors fizz everywhere and create a feeling of lightness, but with a firm backbone. A clean, taut finish.",13%,2014,207,Austria,3.46153846153846,0.434782608695652,7.96153846153846
Riesling,Tegernseerhof 2014 Ried Steinertal Smaragd Riesling (Wachau),A slightly green edge adheres to the zesty yellow grapefruit notes on ...,$39.00,89,Austria,"A slightly green edge adheres to the zesty yellow grapefruit notes on the nose, the palate is light-bodied but fizzes with freshness and crunchy acidity. Drink soon.",12%,2014,165,Austria,2.28205128205128,0.539393939393939,4.23076923076923
Riesling,Lamoreaux Landing 2014 Semi-Dry Riesling (Finger Lakes),"Buoyant and blossomy, this semidry Riesling bursts of fresh apple and grapefruit ...",$14.00,89,Finger Lakes,"Buoyant and blossomy, this semidry Riesling bursts of fresh apple and grapefruit flavors and a distinctly floral perfume. A tart lime edge frames a brisk, clean finish. Drink now to appreciate its freshness and aroma.",12%,2014,217,USA,6.35714285714286,0.410138248847926,15.5
Riesling,Tegernseerhof 2014 Ried Kellerberg Smaragd Riesling (Wachau),"There is not a lot by way of scent, the palate, however, ...",$44.00,89,Austria,"There is not a lot by way of scent, the palate, however, delivers the freshness of sliced lemon and yellow grapefruit. The body is light but wonderfully clean and refreshing.",12%,2014,174,Austria,2.02272727272727,0.511494252873563,3.95454545454545
Riesling,V. Sattui 2014 Dancing Egg Riesling (Anderson Valley),"Aromas like melon and almond, then flavors like peach and honey make ...",$25.00,89,Mendocino/Lake Counties,"Aromas like melon and almond, then flavors like peach and honey make a sophisticated blend in this dry, light-bodied wine. It has vibrant acidity for good balance and richness in texture that lingers on the finish. The name refers to the egg-shaped concrete vats used for fermentation.",14%,2014,285,USA,3.56,0.312280701754386,11.4
Riesling,Mayer am Pfarrplatz 2014 Alsegg Riesling (Vienna),The flavor of red and green apples dominates the nose. The palate ...,$26.00,89,Austria,The flavor of red and green apples dominates the nose. The palate has a fleshier nature but a huge amount of zesty freshness that pulls everthing taut and straight. Clean and very refreshing.,13%,2014,191,Austria,3.42307692307692,0.465968586387435,7.34615384615385
Riesling,Wieninger 2014 Nussberg Riesling (Vienna),Citric lightness of touch is already suggested on the nose but fully ...,,89,Austria,"Citric lightness of touch is already suggested on the nose but fully manifested on the palate where is centers on a linear, taut and fresh palate with real, soaring freshness.",14%,2014,175,Austria,,0.508571428571429,
Riesling,North by Northwest 2014 Riesling (Columbia Valley (WA)),"Aromas of lime leaf and citrus lead to sleek, dry fruit flavors, ...",$15.00,88,Columbia Valley,"Aromas of lime leaf and citrus lead to sleek, dry fruit flavors, speckled with lime notes on the finish. Pair it with shrimp ceviche.",14%,2014,133,USA,5.86666666666667,0.661654135338346,8.86666666666667
Riesling,Elevation Cellars 2014 Imperium Riesling (Columbia Valley (WA)),"Bright aromas of freshly rubbed lime leaf, ripe peach and herbs lead ...",$17.00,88,Columbia Valley,"Bright aromas of freshly rubbed lime leaf, ripe peach and herbs lead to off-dry tangerine and stone-fruit flavors, perked up by tart acidity.",14%,2014,141,USA,5.17647058823529,0.624113475177305,8.29411764705882
Riesling,Lamoreaux Landing 2014 Ice Riesling (Finger Lakes),"Drizzles of honey coat the bounty of sun-kissed tangerines, apples and pears ...",$39.00,88,Finger Lakes,"Drizzles of honey coat the bounty of sun-kissed tangerines, apples and pears in this lip smackingly sweet Riesling ice wine. Dusty mineral tones and a welcome bite of astringency frame a long, meandering finish.",12%,2014,211,USA,2.25641025641026,0.417061611374408,5.41025641025641
Riesling,Frost Bitten 2014 Ice Riesling (Yakima Valley),"Aromas of white flowers, tangerine, honey and ginger are vibrant on this ...",$13.00,88,Columbia Valley,"Aromas of white flowers, tangerine, honey and ginger are vibrant on this cryo-frozen wine. The flavors are sweet, tapering toward the finish.",10%,2014,141,USA,6.76923076923077,0.624113475177305,10.8461538461538
Riesling,Steininger 2014 Steinhaus Reserve Riesling (Kamptal),"This is fresh, bright and majoring on slightly stony, flinty lemon notes ...",$34.00,88,Austria,"This is fresh, bright and majoring on slightly stony, flinty lemon notes on a slender body. Drink soon, it will provide ample refreshment.",13%,2014,138,Austria,2.58823529411765,0.63768115942029,4.05882352941176
Riesling,Pacific Rim 2014 Riesling (Columbia Valley (WA)),"Mandarin orange, jasmine and honeysuckle aromas leap up. It drinks medium dry ...",$11.00,88,Columbia Valley,"Mandarin orange, jasmine and honeysuckle aromas leap up. It drinks medium dry with a broad feel and a floral lift on the finish. The palate wants a bit more acid but this wine is appealing.",12%,2014,189,USA,8,0.465608465608466,17.1818181818182
Riesling,V. Sattui 2012 Select Late Harvest Riesling (Napa Valley),The color of this wine with 11.6% residual sugar is dark gold ...,$42.00,88,Napa,"The color of this wine with 11.6% residual sugar is dark gold and the aromas all raisin and dried apricot. Thick and rich, it has a wealth of vanilla and caramel toffee to offer, with a need for cheese.",12%,2012,202,USA,2.0952380952381,0.435643564356436,4.80952380952381
Riesling,Charles & Charles 2014 Riesling (Yakima Valley),"A new offering from this partnership, this wine brings aromas of jasmine, ...",$13.00,87,Columbia Valley,"A new offering from this partnership, this wine brings aromas of jasmine, lime and dried Nestea Ice Tea. It tingles the palate with lightly spritzy, off-dry lemon and peach flavors with a floral finish.",12%,2014,202,USA,6.69230769230769,0.430693069306931,15.5384615384615
Riesling,Wilridge 2014 Crawford Vineyard Riesling (Yakima Valley),"This wine is a straightforward, easy sipper with aromas and flavors of ...",$18.00,87,Columbia Valley,"This wine is a straightforward, easy sipper with aromas and flavors of lilac and citrus. It drinks a hair off dry, with pink-grapefruit flavors throughout.",14%,2014,155,USA,4.83333333333333,0.561290322580645,8.61111111111111
Riesling,Three Brothers 2014 2nd Degree Medium Sweet Riesling (Seneca Lake),"Crisp apple and pear aromas take a richer, riper turn towards melon ...",$14.00,87,Finger Lakes,"Crisp apple and pear aromas take a richer, riper turn towards melon and peach on the palate of this medium-sweet Riesling. Its juicy, fruity demeanor is straightforward and lush, but a punchy strike of lemon-lime acidity livens up the finish. Drink now.",12%,2014,253,USA,6.21428571428571,0.343873517786561,18.0714285714286
Riesling,Hogue 2014 Late Harvest Riesling (Yakima Valley),"The aromas of jasmine, honeysuckle, ripe peach and botrytis are bright. The ...",$10.00,87,Columbia Valley,"The aromas of jasmine, honeysuckle, ripe peach and botrytis are bright. The mouthwatering stone-fruit flavors are sweet and persist, with white flowers on the finish.",12%,2014,166,USA,8.7,0.524096385542169,16.6
Riesling,Treleaven 2013 Dry Riesling (Cayuga Lake),"Lean and spry, this dry Riesling balances fresh apple and tart nectarine ...",$15.00,87,Finger Lakes,"Lean and spry, this dry Riesling balances fresh apple and tart nectarine notes against a backdrop of crisp lemon-lime acidity. The finish is moderately long but marked by a pleasantly bitter lemon pith note. Drink now.",12%,2013,218,USA,5.8,0.399082568807339,14.5333333333333
Riesling,V. Sattui 2014 Riesling (Anderson Valley),"This light-bodied, aromatic wine smells like roses and a bowl of fresh ...",$26.00,86,Mendocino/Lake Counties,"This light-bodied, aromatic wine smells like roses and a bowl of fresh fruit. Flavors are lightly sweet and peachy, the texture tangy and the finish sugary.",13%,2014,156,USA,3.30769230769231,0.551282051282051,6
Riesling,Anthony Road 2014 Semi Dry Riesling (Finger Lakes),Savory notes of nuts and grains stand out against a backdrop of ...,$17.00,86,Finger Lakes,"Savory notes of nuts and grains stand out against a backdrop of fresh white grapefruit, apple and lemon in this semidry Riesling. Crisp lime acidity lends refreshment to the finish. Drink now.",12%,2014,192,USA,5.05882352941176,0.447916666666667,11.2941176470588
Riesling,Domaine LeSeurre 2012 Sweet Reserve Riesling (Finger Lakes),"Dried herb and bramble notes cast a savory shadow to crisp apple, ...",$25.00,85,Finger Lakes,"Dried herb and bramble notes cast a savory shadow to crisp apple, pear and lemon flavors in this sweet-tart Riesling. Brisk acidity enlivens the midpalate.",12%,2012,155,USA,3.4,0.548387096774194,6.2
Riesling,Mercer Canyons 2014 Riesling (Yakima Valley),"Aromas of citrus, grape skin, peach and herbs are light for the ...",$13.00,84,Columbia Valley,"Aromas of citrus, grape skin, peach and herbs are light for the variety. The tangerine flavors drink medium sweet, lacking clarity and concentration.",13%,2014,149,USA,6.46153846153846,0.563758389261745,11.4615384615385
Riesling,Villa Huesgen 2014 Enkircher Steffenberg Alte Reben Trocken Riesling (Mosel),Laser-edged acidity balances ripe luscious yellow peach and grapefruit flavors in this ...,$50.00,91,Germany,"Laser-edged acidity balances ripe luscious yellow peach and grapefruit flavors in this sprightly dry Riesling. Lifted apple blossom perfume extends onto the palate, lingering alongside a crush of refreshing mineral tones. Drinks beautifully now but should continue to improve through 2020.",12%,2014,289,Germany,1.82,0.314878892733564,5.78
Riesling,Gustafson Family 2013 Heritage Tree Vineyard Estate Riesling (Dry Creek Valley),"Light bodied and highly aromatic in petrol, waxy apple and pear, this ...",$20.00,91,Sonoma,"Light bodied and highly aromatic in petrol, waxy apple and pear, this vineyard-designate is crisp and floral, with buoyant acidity. It lists the residual sugar at 9 g/L but tastes more dry than sweet, finishing with a touch of cream.",13%,2013,233,USA,4.55,0.390557939914163,11.65
Riesling,Trefethen 2014 Dry Riesling (Oak Knoll District),"Waxy and aromatic in petrol, this stainless-steel-fermented white offers flavors of white ...",$25.00,90,Napa,"Waxy and aromatic in petrol, this stainless-steel-fermented white offers flavors of white flowers, green apple and lime around sizzling acidity. From the Main Ranch Vineyard, an estate property, it finishes high-pitched and lean, completely refreshing.",12%,2014,252,USA,3.6,0.357142857142857,10.08
Riesling,Peter Nicolay 2014 Graacher Himmelreich Kabinett Riesling (Mosel),A lacy spray of sweetness extends from start to finish on this ...,$20.00,89,Germany,"A lacy spray of sweetness extends from start to finish on this fruity, fresh Kabinett. Fresh apple, pear and tangerine are honeyed and lip smacking, energized by a streak of lemonade acidity on the finish.",7%,2014,205,Germany,4.45,0.434146341463415,10.25
Riesling,Dr. Pauly Bergweiler 2014 Graacher Himmelreich Kabinett Riesling (Mosel),"Saffron, fennel and spice are peppered throughout the nose and palate of ...",$23.00,89,Germany,"Saffron, fennel and spice are peppered throughout the nose and palate of this savory nuanced Riesling. Off-dry and zesty, it hits the palate with stacatto movements of acidity and sweetness.",7%,2014,190,Germany,3.8695652173913,0.468421052631579,8.26086956521739
Riesling,Weingut Georg Albrecht Schneider 2014 Niersteiner Paterberg Kabinett Riesling (Rheinhessen),"Bramble and herb notes are prominent on the nose, but subside into ...",$14.00,87,Germany,"Bramble and herb notes are prominent on the nose, but subside into succulent white grapefruit and tangerine on the palate of this cheerful off-dry Riesling. Sunny acidity adds to its approachable, easygoing feel. Drink now.",9%,2014,223,Germany,6.21428571428571,0.390134529147982,15.9285714285714
Riesling,Peter Nicolay 2014 Erdener Treppchen Off-Dry Riesling (Mosel),"Notes dusty mineral permeate through this zesty, lime-scented Riesling. A touch of ...",$20.00,87,Germany,"Notes dusty mineral permeate through this zesty, lime-scented Riesling. A touch of honey and tangerine lends brightness to the off-dry palate. Light-footed and spry, it finishes moderately long with a murmur of tea tannins. Drink now.",12%,2014,234,Germany,4.35,0.371794871794872,11.7
Riesling,Von Schleinitz 2014 Estate Dry Riesling (Mosel),Vivacious notes of yellow plum and pear are shaded in tones of ...,$15.00,86,Germany,Vivacious notes of yellow plum and pear are shaded in tones of savory herb and earth in this dry light-bodied Riesling. Lemon and tart tangerine acidity jolt the midpalate into a brisk finish. Drink now.,11%,2014,203,Germany,5.73333333333333,0.423645320197044,13.5333333333333
Riesling,Heinz Eifel 2013 Estate Dry Riesling (Mosel),"Earth and bramble notes intensify the savory, mineral character of this dry, ...",$15.00,86,Germany,"Earth and bramble notes intensify the savory, mineral character of this dry, spry Riesling. Lemon and lime revitalize the midpalate and lead a zesty finish. Drink now.",11%,2013,167,Germany,5.73333333333333,0.514970059880239,11.1333333333333
Riesling,Domaine Zind-Humbrecht 2013 Clos Windsbuhl Riesling (Alsace),Tender notes of citrus appear at first through a veil of yeast. ...,$80.00,94,Alsace,"Tender notes of citrus appear at first through a veil of yeast. Their zestiness then fills out with subtle, earthy spice. On the light, dry palate, the true subtlety hits: wafts of lemon, aromatic wild thyme, Seville orange zest, fresh apple peel and wet stone. The delicacy of the concentrated body is astonishing, with a central vein of lemony freshness that provides a focal point. So subtle, so layered and alive: with every new sip new nuances occur.",12%,2013,455,France,1.175,0.206593406593407,5.6875
Riesling,Domaine Ostertag 2013 Fronholz Riesling (Alsace),"Lemon-scented Mirabelle notes hover on the nose and turn into fully fledged, ...",$48.00,94,Alsace,"Lemon-scented Mirabelle notes hover on the nose and turn into fully fledged, ripe plum on the palate where the seam of fresh, enlivening and brightening acidity sets a lively theme. The body is light, the finish is dry and the overall impression is one of light-footed playfulness and ease. You might almost forget to notice the more textured, structured core which underlies all this and will allow it to age beautifully. Drink now through 2025.",12%,2013,446,France,1.95833333333333,0.210762331838565,9.29166666666667
Riesling,Domaine Ostertag 2013 Heissenberg Riesling (Alsace),"Spice-edged, rounded notes of ripe Mirabelle with playful, teasing topnotes of peach ...",$48.00,93,Alsace,"Spice-edged, rounded notes of ripe Mirabelle with playful, teasing topnotes of peach beckon from the glass. This aromatic, fruitful charm also fills the palate where a bright core of lemon freshness provides verve and structure that also suggests stones and rock. Purity and clarity lets those peachy notes dance all the more. It has an exquisite, joyful, light touch with a dry finish.",12%,2013,386,France,1.9375,0.240932642487047,8.04166666666667
Riesling,Boeckel 2014 Brandluft Riesling (Alsace),"Subdued, riper fruit has not yet come to the surface. Notions of ...",$24.00,93,Alsace,"Subdued, riper fruit has not yet come to the surface. Notions of Bramley apple are evoked on the nose; on the palate they show as the more rounded flavor of baked Bramley. Hovering above it all is grated lemon zest, pulling fruit, texture and freshness tautly together in a dry, fresh yet mellow finish. The more you taste, the more the still-underlying fruit yearns to rise to the surface. Best to give this some time so it can show its true, exciting colours.",12%,2014,461,France,3.875,0.20173535791757,19.2083333333333
Riesling,Maurice Schoech & Fils 2013 Sonnenberg Riesling (Alsace),The slightly more evolved nose that effortlessly fuses crushed chamomile leaf and ...,$28.00,92,Alsace,"The slightly more evolved nose that effortlessly fuses crushed chamomile leaf and lemon zest also hints at dark fir honey. It glides seamlessly into a fast-flowing, straight channel of acidity. There is movement and poise in this virtual journey into freshness and aroma. It is the lemon that lasts longest on the palate, which is dry and of exquisite purity.",12%,2013,359,France,3.28571428571429,0.256267409470752,12.8214285714286
Riesling,Scratch 2013 Riesling (Arroyo Seco),Crisp and tight aromas of mandarin orange and lemonade meet with the ...,$18.00,92,Central Coast,"Crisp and tight aromas of mandarin orange and lemonade meet with the intriguing nuance of foamed egg whites on the nose of this refreshing bottling. The mouthfeel is incredibly lively, showing flavors of lemon and lime juice, with a slight petrol touch to the palate.",13%,2013,267,USA,5.11111111111111,0.344569288389513,14.8333333333333
Riesling,Henri Schoenheitz 2013 Herrenreben Riesling (Alsace),"Tender notes of ripe, juicy pear with more golden inflections of ripe ...",$25.00,92,Alsace,"Tender notes of ripe, juicy pear with more golden inflections of ripe yellow plum and peach on nose and palate close into a central seam of bright, sprightly and immensely toning acidity. Lightness, concentration and lip-smacking freshness are framed by rounded fruit. Structure and grace signal ageing potential. The finish is wonderfully dry and full of verve.",14%,2013,362,France,3.68,0.25414364640884,14.48
Riesling,Henri Schoenheitz 2014 Riesling (Alsace),Soft and tenderly fragrant fruit hovers above a palate dominated by Golden ...,$17.00,91,Alsace,"Soft and tenderly fragrant fruit hovers above a palate dominated by Golden Delicious apple flavors and an almost soy-like, savory edge that makes you want to drink more. A seam of lemony freshness brightens up everything and lasts well after the last sip. This is a truly lovely, understated Riesling.",12%,2014,301,France,5.35294117647059,0.302325581395349,17.7058823529412
Riesling,Paul Blanck 2014 Rosenbourg Riesling (Alsace),"Taut and zesty, lip-smacking and dry: this Riesling is a successful combination ...",$27.00,91,Alsace,"Taut and zesty, lip-smacking and dry: this Riesling is a successful combination of grapefruit and lemon, of zest and flesh. The dry finish makes the lemony qualities of this dry wine even more appealing. Serve this on a hot day.",13%,2014,228,France,3.37037037037037,0.399122807017544,8.44444444444444
